Price,PricePerM2,Area,floor,Number of floors,Room count,Heating,Equipment,NearestKindergarten,NearestEducational,NearestShop,NearestStop,CrimeRate,City,District,href,Losses,PredictedPrice,Year Built,ScrapingDate
107000,1698,63.03,1,5,3,Central,Fully equipped,0.22,0.32,0.07,0.1,11.0,Vilnius,Justiniškės,https://en.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-parduodamas-3-kambariu-butas-justiniskese-1-3263926/,-36097.984375,143097.98,1983-01-01,2022-11-29
289000,5780,50.0,2,3,2,Gas,Fully equipped,0.3,0.23,0.22,0.04,12.0,Vilnius,Senamiestis,https://en.aruodas.lt/butai-vilniuje-senamiestyje-vingriu-g-parduodamas-jaukiai-ir-stilingai-irengtas-1-3259162/,-36067.78125,325067.78,2017-01-01,2022-11-29
74000,2151,34.4,2,9,1,Central,Fully equipped,0.41,0.36,0.12,0.14,4.0,Vilnius,Karoliniškės,https://en.aruodas.lt/butai-vilniuje-karoliniskese-sausio-13-osios-g-1-3234074/,-36044.484375,110044.484,1973-01-01,2022-11-29
172817,2560,67.5,4,4,3,Gas,Partial decoration,0.37,1.7,1.2,0.62,0.0,Vilnius,Bajorai,https://en.aruodas.lt/butai-vilniuje-bajoruose-salaspilio-g-gyvenamuju-namu-kvartalas-bajoru-alejos-9-1-3273488/,-36022.28125,208839.28,2023-01-01,2022-11-29
69000,3943,17.5,4,5,1,Central,Fully equipped,0.3,0.19,0.07,0.21,17.0,Vilnius,Žirmūnai,https://en.aruodas.lt/butai-vilniuje-zirmunuose-kareiviu-g-parduodamas-pilnai-irengtas-butas-numatoma-1-3264384/,-36018.3125,105018.31,1981-01-01,2022-11-29
93500,1866,50.11,4,5,2,Central,Fully equipped,0.88,0.52,0.47,0.13,3.0,Vilnius,Naujoji Vilnia,https://en.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-linksmoji-g-verta-zinoti-du-atskiri-kambariai-1-3270548/,-35987.1015625,129487.1,1989-01-01,2022-11-29
250000,2525,99.0,3,5,4,Gas,Fully equipped,0.4,0.26,0.03,0.12,13.0,Vilnius,Naujoji Vilnia,https://en.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-parko-g-jeigu-su-seima-ieskote-erdvaus-buto-puikioje-1-3271090/,-35940.375,285940.38,2005-01-01,2022-11-29
93500,1866,50.11,4,6,2,Central,Fully equipped,0.65,0.12,0.09,0.05,6.0,Vilnius,Naujoji Vilnia,https://en.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-linksmoji-g-geroje-vietoje-parduodamas-sviesus-jaukiai-1-3270752/,-35925.2421875,129425.24,1989-01-01,2022-11-29
107900,3051,35.36,4,6,1,Central thermostat,Partial decoration,0.16,0.22,0.35,0.1,6.0,Vilnius,Verkiai,https://en.aruodas.lt/butai-vilniuje-verkiuose-kalvariju-g-jau-galima-apziueti-siulome-isigyti-35-1-3270356/,-35888.671875,143788.67,2022-01-01,2022-11-29
250000,3703,67.51,5,6,2,Central thermostat,Fully equipped,0.18,0.76,0.05,0.26,4.0,Vilnius,Markučiai,https://en.aruodas.lt/butai-vilniuje-markuciuose-kaukysos-g-erdvus-sviesiai-ir-jaukiai-irengtas-butas-1-3260416/,-35829.25,285829.25,2012-01-01,2022-11-29
